year,county,state,rcra_violations_count,unit_of_measure,annual_toxic_emissions_sum,party_in_control
2010,ERIE,NY,33,,,D
2010,ERIE,PA,41,,,D
2010,ESCAMBIA,FL,27,,,R
2010,ESSEX,NJ,69,,,D
2010,ETOWAH,AL,9,,,
2010,FAIRFAX,VA,6,,,N
2010,FAYETTE,KY,25,,,R
2010,FLORENCE,SC,8,,,D
2010,FORSYTH,GA,3,,,R
2010,FORSYTH,NC,11,,,N
2010,FORT BEND,TX,16,,,R
2010,FRANKLIN,MO,45,,,R
2010,FRANKLIN,OH,16,,,D
2010,FRANKLIN,WA,12,,,
2010,FREDERICK,MD,6,,,R
2010,FRESNO,CA,2,,,R
2010,FULTON,GA,63,,,D
2010,GALVESTON,TX,39,,,R
2010,GASTON,NC,10,,,R
2010,GENESEE,MI,26,,,D
2010,GILA,AZ,5,,,
2010,GLOUCESTER,NJ,12,,,R
2010,GRANT,WA,29,,,
2010,GRAYS HARBOR,WA,13,,,
2010,GRAYSON,TX,1,,,R
2010,GREENE,MO,33,,,R
2010,GREENE,OH,2,,,R
2010,GREENVILLE,SC,25,,,R
2010,GREGG,TX,9,,,
2010,GUADALUPE,TX,6,,,R
2010,GUILFORD,NC,21,,,D
2010,GWINNETT,GA,14,,,R
2010,HALL,GA,5,,,
2010,HAMILTON,IN,8,,,R
2010,HAMILTON,OH,44,,,R
2010,HAMILTON,TN,103,,,R
2010,HARFORD,MD,3,,,R
2010,HARRIS,TX,505,,,R
2010,HAWAII,HI,14,,,D
2010,HENDRICKS,IN,5,,,R
2010,HENNEPIN,MN,35,,,D
2010,HENRICO,VA,20,,,R
2010,HENRY,GA,19,,,N
2010,HERNANDO,FL,13,,,R
2010,HIDALGO,TX,38,,,D
2010,HILLSBOROUGH,FL,92,,,R
2010,HILLSBOROUGH,NH,42,,,R
2010,HONOLULU,HI,60,,,D
2010,HORRY,SC,2,,,R
2010,HOUSTON,AL,2,,,
2010,HOUSTON,GA,4,,,R
2010,HUDSON,NJ,23,,,D
2010,HUMBOLDT,CA,1,,,D
2010,HUNTERDON,NJ,7,,,
2010,INDIAN RIVER,FL,2,,,R
2010,INGHAM,MI,23,,,D
2010,IREDELL,NC,9,,,R
2010,JACKSON,MI,94,,,R
2010,JACKSON,MO,103,,,D
2010,JACKSON,OR,7,,,R
2010,JASPER,MO,37,,,R
2010,JEFFERSON,AL,48,,,N
2010,JEFFERSON,AR,11,,,
2010,JEFFERSON,CO,17,,,R
2010,JEFFERSON,KY,85,,,D
2010,JEFFERSON,LA,16,,,R
2010,JEFFERSON,MO,17,,,R
2010,JEFFERSON,NY,19,,,
2010,JEFFERSON,TX,61,,,D
2010,JEFFERSON PARISH,LA,6,,,
2010,JOHNSON,IA,9,,,D
2010,JOHNSON,IN,16,,,R
2010,JOHNSON,KS,117,,,R
2010,JOHNSON,TX,9,,,
2010,JOHNSTON,NC,1,,,R
2010,KALAMAZOO,MI,8,,,R
2010,KANAWHA,WV,36,,,
2010,KANE,IL,19,,,R
2010,KENNEBEC,ME,19,,,D
2010,KENT,DE,32,,,N
2010,KENT,MI,20,,,R
2010,KENTON,KY,46,,,
2010,KERN,CA,9,,,R
2010,KING,WA,374,,,D
2010,KINGS,CA,5,,,R
2010,KITSAP,WA,30,,,D
2010,KNOX,TN,18,,,R
2010,KOOTENAI,ID,2,,,R
2010,LACKAWANNA,PA,3,,,D
2010,LAFAYETTE,LA,2,,,
2010,LAFOURCHE,LA,9,,,
2010,LAFOURCHE PARISH,LA,2,,,
2010,LAKE,FL,35,,,R
2010,LAKE,IN,33,,,D
2010,LAKE,OH,63,,,
2010,LANCASTER,NE,30,,,
2010,LANCASTER,PA,66,,,R
2010,LANE,OR,14,,,R
2010,LAPORTE,IN,4,,,D
2010,LARIMER,CO,16,,,R
2010,LASALLE,IL,10,,,
2010,LEBANON,PA,2,,,R
2010,LEE,AL,7,,,
2010,LEE,FL,132,,,R
2010,LEHIGH,PA,9,,,N
2010,LEON,FL,57,,,D
2010,LEWIS,WA,31,,,
2010,LEXINGTON,SC,43,,,R
2010,LICKING,OH,4,,,R
2010,LIMESTONE,AL,12,,,R
2010,LINN,IA,25,,,N
2010,LINN,OR,15,,,R
2010,LIVINGSTON,MI,25,,,R
2010,LORAIN,OH,76,,,R
2010,LOS ANGELES,CA,149,,,D
2010,LOUDOUN,VA,2,,,D
2010,LOWNDES,GA,7,,,
2010,LUBBOCK,TX,4,,,R
2010,LUCAS,OH,101,,,D
2010,LUZERNE,PA,10,,,D
2010,LYCOMING,PA,6,,,
2010,MACOMB,MI,84,,,N
2010,MACON,IL,14,,,
2010,MADERA,CA,1,,,R
2010,MADISON,AL,78,,,
2010,MADISON,IL,19,,,D
2010,MADISON,IN,5,,,
2010,MAHONING,OH,17,,,D
2010,MANATEE,FL,62,,,R
2010,MARICOPA,AZ,58,,,R
2010,MARION,FL,30,,,R
2010,MARION,OR,14,,,R
2010,MARTIN,FL,40,,,R
2010,MASON,WA,4,,,D
2010,MCHENRY,IL,2,,,R
2010,MCKINLEY,NM,6,,,D
2010,MCLEAN,IL,3,,,R
2010,MCLENNAN,TX,2,,,R
2010,MECKLENBURG,NC,49,,,D
2010,MEDINA,OH,17,,,R
2010,MERCER,NJ,17,,,D
2010,MERCER,PA,13,,,D
2010,MERRIMACK,NH,13,,,
2010,MESA,CO,7,,,R
2010,MIAMI,OH,4,,,R
2010,MIAMI-DADE,FL,107,,,R
2010,MIDDLESEX,NJ,27,,,D
2010,MIDLAND,TX,21,,,R
2010,MILWAUKEE,WI,99,,,D
2010,MINNEHAHA,SD,1,,,R
2010,MOBILE,AL,66,,,R
2010,MOHAVE,AZ,1,,,
2010,MONMOUTH,NJ,4,,,R
2010,MONONGALIA,WV,43,,,
2010,MONROE,IN,5,,,N
2010,MONROE,MI,52,,,
2010,MONROE,NY,43,,,R
2010,MONTGOMERY,AL,13,,,R
2010,MONTGOMERY,MD,12,,,D
2010,MONTGOMERY,OH,26,,,D
2010,MONTGOMERY,PA,46,,,N
2010,MONTGOMERY,TN,3,,,R
2010,MONTGOMERY,TX,8,,,R
2010,MORGAN,AL,7,,,R
2010,MORRIS,NJ,67,,,R
2010,MULTNOMAH,OR,62,,,D
2010,MUSKEGON,MI,8,,,D
2010,NAPA,CA,1,,,D
2010,NASSAU,NY,133,,,R
2010,NEW CASTLE,DE,71,,,D
2010,NEW HANOVER,NC,10,,,R
2010,NEWTON,GA,3,,,D
2010,NIAGARA,NY,20,,,R
2010,NORFOLK,MA,54,,,D
2010,NORTHAMPTON,PA,19,,,R
2010,NORTHUMBERLAND,PA,7,,,D
2010,NUECES,TX,112,,,R
2010,OAKLAND,MI,123,,,R
2010,OCEAN,NJ,4,,,R
2010,OKALOOSA,FL,41,,,
2010,OKLAHOMA,OK,66,,,
2010,ONEIDA,NY,18,,,R
2010,ONONDAGA,NY,14,,,R
2010,ORANGE,CA,85,,,R
2010,ORANGE,FL,92,,,R
2010,ORANGE,NC,1,,,D
2010,ORANGE,NY,37,,,R
2010,OSCEOLA,FL,12,,,R
2010,OSWEGO,NY,3,,,R
2010,OTERO,NM,1,,,R
2010,OTTAWA,MI,7,,,R
2010,OUTAGAMIE,WI,14,,,R
2010,PALM BEACH,FL,151,,,D
2010,PASCO,FL,23,,,R
2010,PASSAIC,NJ,51,,,D
2010,PAULDING,GA,5,,,R
2010,PENOBSCOT,ME,15,,,D
2010,PEORIA,IL,6,,,D
2010,PICKENS,SC,23,,,N
2010,PIERCE,WA,122,,,R
2010,PIMA,AZ,34,,,D
2010,PINAL,AZ,11,,,D
2010,PINELLAS,FL,270,,,R
2010,PITT,NC,2,,,D
2010,PLACER,CA,3,,,N
2010,PLYMOUTH,MA,18,,,R
2010,POLK,FL,122,,,R
2010,POLK,IA,16,,,D
2010,PORTAGE,OH,10,,,R
2010,PORTER,IN,11,,,N
2010,PRINCE GEORGE'S,MD,6,,,D
2010,PRINCE WILLIAM,VA,1,,,R
2010,PUEBLO,CO,6,,,D
2010,PULASKI,AR,22,,,N
2010,PUTNAM,NY,5,,,R
2010,RACINE,WI,7,,,
2010,RAMSEY,MN,16,,,
2010,RANDALL,TX,1,,,R
2010,RENSSELAER,NY,29,,,R
2010,RICHLAND,OH,10,,,
2010,RICHLAND,SC,7,,,D
2010,RIVERSIDE,CA,17,,,R
2010,ROBESON,NC,6,,,D
2010,ROCK,WI,7,,,
2010,ROCKINGHAM,NH,32,,,
2010,ROCKLAND,NY,37,,,D
2010,ROWAN,NC,9,,,R
2010,RUTHERFORD,TN,21,,,R
2010,SACRAMENTO,CA,6,,,D
2010,SAGINAW,MI,17,,,D
2010,SALEM,NJ,35,,,R
2010,SALINE,AR,9,,,R
2010,SALT LAKE,UT,14,,,R
2010,SAN BERNARDINO,CA,10,,,R
2010,SAN DIEGO,CA,26,,,R
2010,SAN FRANCISCO,CA,14,,,D
2010,SAN JOAQUIN,CA,6,,,R
2010,SAN JUAN,NM,5,,,N
2010,SAN LUIS OBISPO,CA,8,,,R
2010,SAN MATEO,CA,4,,,D
2010,SANDOVAL,NM,4,,,N
2010,SANGAMON,IL,24,,,R
2010,SANTA BARBARA,CA,5,,,N
2010,SANTA CLARA,CA,52,,,D
2010,SANTA CRUZ,CA,3,,,D
2010,SANTA FE,NM,2,,,D
2010,SANTA ROSA,FL,5,,,R
2010,SARASOTA,FL,67,,,R
2010,SARATOGA,NY,7,,,R
2010,SCHENECTADY,NY,25,,,
2010,SCHUYLKILL,PA,12,,,D
2010,SCOTT,IA,35,,,R
2010,SEDGWICK,KS,441,,,R
2010,SEMINOLE,FL,8,,,R
2010,SHAWNEE,KS,92,,,R
2010,SHELBY,AL,10,,,
2010,SHELBY,TN,190,,,R
2010,SKAGIT,WA,23,,,D
2010,SMITH,TX,7,,,
2010,SNOHOMISH,WA,125,,,D
2010,SOLANO,CA,14,,,N
2010,SOMERSET,NJ,74,,,R
2010,SONOMA,CA,1,,,D
2010,SPARTANBURG,SC,61,,,R
2010,SPOKANE,WA,100,,,R
2010,ST. CHARLES,MO,7,,,R
2010,ST. CLAIR,IL,1,,,R
2010,ST. CLAIR,MI,30,,,R
2010,ST. JOHNS,FL,2,,,R
2010,ST. JOSEPH,IN,5,,,
2010,ST. LOUIS,MO,57,,,D
2010,ST. LOUIS CITY,MO,48,,,
2010,STAFFORD,VA,13,,,
2010,STANISLAUS,CA,5,,,R
2010,STARK,OH,29,,,R
2010,STEARNS,MN,14,,,
2010,SUFFOLK,NY,320,,,R
2010,SULLIVAN,TN,25,,,R
2010,SUMMIT,OH,81,,,D
2010,SUMNER,TN,9,,,
2010,SUMTER,FL,20,,,R
2010,SUMTER,SC,54,,,R
2010,SUSSEX,DE,12,,,R
2010,TARRANT,TX,10,,,R
2010,THURSTON,WA,40,,,D
2010,TIPPECANOE,IN,5,,,R
2010,TOM GREEN,TX,27,,,R
2010,TOMPKINS,NY,1,,,D
2010,TRAVIS,TX,19,,,D
2010,TRUMBULL,OH,17,,,D
2010,TULSA,OK,20,,,
2010,TUSCALOOSA,AL,12,,,
2010,ULSTER,NY,3,,,D
2010,UNION,NC,8,,,R
2010,UNION,NJ,18,,,D
2010,VALENCIA,NM,3,,,R
2010,VANDERBURGH,IN,14,,,R
2010,VENTURA,CA,9,,,N
2010,VIGO,IN,14,,,
2010,VOLUSIA,FL,25,,,D
2010,WAKE,NC,19,,,R
2010,WALLA WALLA,WA,34,,,
2010,WARREN,NJ,9,,,R
2010,WARREN,OH,5,,,R
2010,WASHINGTON,AR,13,,,N
2010,WASHINGTON,MD,11,,,R
2010,WASHINGTON,MN,10,,,
2010,WASHINGTON,OR,16,,,D
2010,WASHINGTON,PA,9,,,D
2010,WASHOE,NV,92,,,R
2010,WASHTENAW,MI,62,,,D
2010,WAUKESHA,WI,14,,,R
2010,WAYNE,MI,200,,,D
2010,WAYNE,NC,7,,,D
2010,WAYNE,OH,9,,,R
2010,WELD,CO,12,,,R
2010,WESTCHESTER,NY,60,,,R
2010,WESTMORELAND,PA,13,,,D
2010,WHATCOM,WA,26,,,D
2010,WHITE,AR,11,,,R
2010,WHITFIELD,GA,2,,,
2010,WICHITA,TX,1,,,
2010,WICOMICO,MD,11,,,R
2010,WILL,IL,11,,,R
2010,WILLIAMSON,TN,3,,,R
2010,WILLIAMSON,TX,2,,,R
2010,WILSON,TN,5,,,R
2010,WINNEBAGO,IL,11,,,R
2010,WINNEBAGO,WI,17,,,
2010,WOOD,OH,15,,,R
2010,WOODBURY,IA,19,,,N
2010,WORCESTER,MD,2,,,R
2010,WYANDOTTE,KS,178,,,D
2010,YAKIMA,WA,13,,,R
2010,YAMHILL,OR,4,,,D
2010,YAVAPAI,AZ,8,,,R
2010,YELLOWSTONE,MT,4,,,
2010,YOLO,CA,9,,,N
2010,YORK,ME,42,,,D
2010,YORK,PA,43,,,R
2010,YORK,SC,9,,,R
2010,YUMA,AZ,1,,,R
2011,ADA,ID,19,,,R
2011,ADAMS,CO,26,,,R
2011,AIKEN,SC,7,,,R
2011,ALACHUA,FL,66,,,
2011,ALAMEDA,CA,27,,,D
2011,ALBANY,NY,44,,,D
2011,ALLEGAN,MI,12,,,R
2011,ALLEGHENY,PA,9,,,D
2011,ALLEN,IN,22,,,R
2011,ALLEN,OH,27,,,R
2011,ANCHORAGE,AK,8,,,
2011,ANDERSON,SC,2,,,R
2011,ANDROSCOGGIN,ME,11,,,D
2011,ANNE ARUNDEL,MD,5,,,R
2011,ANOKA,MN,8,,,R
2011,ARAPAHOE,CO,16,,,N
2011,ASCENSION,LA,19,,,R
2011,ASCENSION PARISH,LA,3,,,
2011,ATLANTIC,NJ,11,,,R
2011,BALDWIN,AL,39,,,R
2011,BALTIMORE,MD,19,,,D
2011,BALTIMORE CITY,MD,15,,,
2011,BARNSTABLE,MA,3,,,R
2011,BARTOW,GA,3,,,
2011,BAY,FL,42,,,R
2011,BAY,MI,7,,,D
2011,BEAUFORT,SC,1,,,D
2011,BEAVER,PA,1,,,D
2011,BELL,TX,5,,,R
2011,BENTON,AR,20,,,R
2011,BENTON,WA,7,,,R
2011,BERGEN,NJ,35,,,D
2011,BERKELEY,SC,3,,,R
2011,BERKS,PA,13,,,R
2011,BERNALILLO,NM,25,,,D
2011,BERRIEN,MI,2,,,R
2011,BEXAR,TX,33,,,D
2011,BIBB,GA,20,,,
2011,BLACK HAWK,IA,35,,,D
2011,BLOUNT,TN,9,,,R
2011,BOONE,KY,48,,,R
2011,BOONE,MO,6,,,R
2011,BOULDER,CO,10,,,D
2011,BRADFORD,PA,3,,,R
2011,BRADLEY,TN,1,,,
2011,BRAZORIA,TX,56,,,R
2011,BRAZOS,TX,2,,,R
2011,BREVARD,FL,75,,,R
2011,BRISTOL,MA,31,,,D
2011,BROOME,NY,7,,,R
2011,BROWARD,FL,123,,,D
2011,BROWN,WI,57,,,
2011,BUCKS,PA,31,,,R
2011,BUNCOMBE,NC,4,,,D
2011,BURLINGTON,NJ,34,,,R
2011,BUTLER,OH,26,,,R
2011,BUTLER,PA,20,,,R
2011,BUTTE,CA,2,,,D
2011,CABARRUS,NC,3,,,R
2011,CADDO,LA,8,,,N
2011,CALHOUN,AL,20,,,
2011,CALHOUN,MI,4,,,R
2011,CAMDEN,NJ,34,,,D
2011,CAMERON,TX,37,,,D
2011,CAMPBELL,KY,4,,,R
2011,CANYON,ID,12,,,
2011,CAPE MAY,NJ,3,,,R
2011,CARBON,PA,1,,,R
2011,CARROLL,GA,5,,,R
2011,CARVER,MN,7,,,
2011,CASS,ND,3,,,
2011,CATAWBA,NC,3,,,R
2011,CECIL,MD,5,,,R
2011,CHAMPAIGN,IL,7,,,D
2011,CHARLES,MD,1,,,D
2011,CHARLESTON,SC,27,,,R
2011,CHARLOTTE,FL,38,,,R
2011,CHATHAM,GA,45,,,D
2011,CHAUTAUQUA,NY,12,,,R
2011,CHELAN,WA,5,,,
2011,CHEMUNG,NY,4,,,
2011,CHEROKEE,GA,2,,,R
2011,CHESTER,PA,44,,,R
2011,CHESTERFIELD,VA,8,,,R
2011,CHRISTIAN,KY,10,,,D
2011,CITRUS,FL,13,,,R
2011,CLACKAMAS,OR,19,,,R
2011,CLALLAM,WA,8,,,
2011,CLARK,IN,8,,,
2011,CLARK,NV,27,,,D
2011,CLARK,OH,4,,,R
2011,CLARK,WA,55,,,D
2011,CLARKE,GA,2,,,D
2011,CLAY,FL,49,,,R
2011,CLAY,MO,16,,,R
2011,CLAYTON,GA,15,,,D
2011,CLERMONT,OH,6,,,R
2011,CLINTON,MI,12,,,
2011,COBB,GA,2,,,R
2011,COCONINO,AZ,1,,,D
2011,COLLIER,FL,27,,,R
2011,COLLIN,TX,1,,,R
2011,COLUMBIA,PA,2,,,R
2011,COLUMBIANA,OH,20,,,
2011,COMAL,TX,1,,,R
2011,CONTRA COSTA,CA,20,,,D
2011,COOK,IL,76,,,D
2011,COWETA,GA,7,,,
2011,COWLITZ,WA,31,,,R
2011,CRAIGHEAD,AR,6,,,
2011,CUMBERLAND,ME,60,,,D
2011,CUMBERLAND,NC,2,,,D
2011,CUMBERLAND,NJ,14,,,D
2011,CUMBERLAND,PA,8,,,R
2011,CUYAHOGA,OH,174,,,D
2011,DAKOTA,MN,1,,,
2011,DALLAS,TX,51,,,D
2011,DANE,WI,15,,,D
2011,DAUPHIN,PA,11,,,R
2011,DAVIESS,KY,15,,,D
2011,DAVIS,UT,5,,,R
2011,DEKALB,GA,2,,,D
2011,DELAWARE,IN,18,,,N
2011,DELAWARE,OH,6,,,R
2011,DELAWARE,PA,20,,,R
2011,DENTON,TX,43,,,R
2011,DENVER,CO,31,,,
2011,DESCHUTES,OR,17,,,R
2011,DONA ANA,NM,8,,,D
2011,DOUGLAS,CO,7,,,R
2011,DOUGLAS,GA,6,,,
2011,DOUGLAS,KS,44,,,D
2011,DOUGLAS,NE,43,,,R
2011,DOUGLAS,OR,2,,,D
2011,DUPAGE,IL,4,,,R
2011,DURHAM,NC,8,,,D
2011,DUTCHESS,NY,33,,,R
2011,DUVAL,FL,307,,,
2011,EAST BATON ROUGE,LA,41,,,N
2011,EAST BATON ROUGE PARISH,LA,3,,,
2011,EATON,MI,1,,,R
2011,ECTOR,TX,37,,,
2011,EL DORADO,CA,1,,,N
2011,EL PASO,CO,16,,,R
2011,EL PASO,TX,16,,,D
2011,ELKHART,IN,29,,,
2011,ELLIS,TX,7,,,R
2011,ERIE,NY,44,,,D
2011,ERIE,PA,22,,,D
2011,ESCAMBIA,FL,82,,,R
2011,ESSEX,NJ,46,,,D
2011,ETOWAH,AL,12,,,
2011,FAIRFAX,VA,10,,,D
2011,FAIRFAX CITY,VA,3,,,
2011,FAIRFIELD,OH,6,,,N
2011,FAULKNER,AR,2,,,
2011,FAYETTE,GA,10,,,R
2011,FAYETTE,KY,54,,,R
2011,FLORENCE,SC,9,,,D
2011,FORSYTH,GA,5,,,R
2011,FORSYTH,NC,5,,,N
2011,FORT BEND,TX,10,,,R
2011,FRANKLIN,MO,2,,,R
2011,FRANKLIN,OH,28,,,D
2011,FRANKLIN,WA,27,,,
2011,FRESNO,CA,3,,,R
2011,FULTON,GA,54,,,D
2011,GALVESTON,TX,58,,,R
2011,GARFIELD,CO,1,,,R
2011,GARLAND,AR,1,,,
2011,GASTON,NC,33,,,R
2011,GENESEE,MI,4,,,D
2011,GILA,AZ,1,,,
2011,GLOUCESTER,NJ,18,,,D
2011,GRAND TRAVERSE,MI,1,,,
2011,GRANT,WA,6,,,
2011,GRAYS HARBOR,WA,19,,,
2011,GREENE,MO,15,,,R
2011,GREENE,OH,1,,,R
2011,GREENVILLE,SC,50,,,R
2011,GREGG,TX,12,,,
2011,GUADALUPE,TX,6,,,R
2011,GUILFORD,NC,13,,,D
2011,GWINNETT,GA,57,,,R
2011,HALL,GA,6,,,
2011,HAMILTON,IN,4,,,R
2011,HAMILTON,OH,24,,,R
2011,HAMILTON,TN,103,,,R
2011,HARNETT,NC,2,,,R
2011,HARRIS,TX,217,,,R
2011,HAWAII,HI,20,,,D
2011,HAYS,TX,1,,,D
2011,HENDERSON,NC,2,,,R
2011,HENDRICKS,IN,4,,,R
2011,HENNEPIN,MN,19,,,D
2011,HENRICO,VA,4,,,R
2011,HENRY,GA,3,,,N
2011,HERNANDO,FL,9,,,R
2011,HIDALGO,TX,35,,,D
2011,HILLSBOROUGH,FL,102,,,R
2011,HILLSBOROUGH,NH,36,,,R
2011,HONOLULU,HI,83,,,D
2011,HORRY,SC,3,,,R
2011,HOUSTON,AL,19,,,
2011,HOUSTON,GA,6,,,R
2011,HUDSON,NJ,34,,,D
2011,HUNTERDON,NJ,2,,,
2011,IMPERIAL,CA,1,,,D
2011,INDIAN RIVER,FL,5,,,R
2011,INGHAM,MI,7,,,D
2011,IREDELL,NC,3,,,R
2011,JACKSON,MI,21,,,R
2011,JACKSON,MO,46,,,D
2011,JACKSON,OR,7,,,R
2011,JASPER,MO,21,,,R
2011,JEFFERSON,AL,101,,,N
2011,JEFFERSON,AR,14,,,
2011,JEFFERSON,CO,26,,,R
2011,JEFFERSON,KY,90,,,D
2011,JEFFERSON,LA,5,,,R
2011,JEFFERSON,MO,9,,,R
2011,JEFFERSON,NY,9,,,
2011,JEFFERSON,TX,14,,,D
2011,JEFFERSON PARISH,LA,7,,,
2011,JOHNSON,IA,7,,,D
2011,JOHNSON,IN,6,,,R
2011,JOHNSON,KS,188,,,R
2011,KALAMAZOO,MI,6,,,R
2011,KANAWHA,WV,26,,,
2011,KANE,IL,16,,,R
2011,KANKAKEE,IL,3,,,
2011,KAUAI,HI,6,,,D
2011,KENNEBEC,ME,12,,,D
2011,KENOSHA,WI,2,,,
2011,KENT,DE,24,,,N
2011,KENT,MI,13,,,R
2011,KENTON,KY,8,,,
2011,KERN,CA,14,,,R
2011,KING,WA,540,,,D
2011,KINGS,CA,2,,,R
2011,KITSAP,WA,19,,,D
2011,KNOX,TN,15,,,R
2011,KOOTENAI,ID,5,,,R
2011,LA PLATA,CO,2,,,
2011,LAFOURCHE,LA,4,,,R
2011,LAKE,FL,29,,,R
2011,LAKE,IN,20,,,D
2011,LAKE,OH,52,,,
2011,LANCASTER,NE,19,,,
2011,LANCASTER,PA,27,,,R
2011,LANE,OR,24,,,R
2011,LAPORTE,IN,1,,,D
2011,LARIMER,CO,4,,,R
2011,LASALLE,IL,12,,,
2011,LEA,NM,3,,,D
2011,LEBANON,PA,18,,,R
2011,LEE,AL,5,,,
2011,LEE,FL,145,,,R
2011,LEHIGH,PA,5,,,R
2011,LEON,FL,68,,,D
2011,LEWIS,WA,17,,,
2011,LEXINGTON,SC,10,,,R
2011,LICKING,OH,13,,,R
2011,LIMESTONE,AL,7,,,R
2011,LINN,IA,19,,,N
2011,LINN,OR,5,,,R
2011,LIVINGSTON,MI,7,,,R
2011,LORAIN,OH,13,,,R
2011,LOS ANGELES,CA,118,,,D
2011,LOUDOUN,VA,5,,,R
2011,LOWNDES,GA,13,,,
2011,LUBBOCK,TX,12,,,R
2011,LUCAS,OH,55,,,D
2011,LUZERNE,PA,2,,,R
2011,LYCOMING,PA,5,,,
2011,MACOMB,MI,77,,,N
2011,MACON,IL,5,,,
2011,MADERA,CA,1,,,R
2011,MADISON,AL,69,,,
2011,MADISON,IL,17,,,D
2011,MADISON,IN,8,,,
2011,MAHONING,OH,26,,,D
2011,MANATEE,FL,18,,,R
2011,MARICOPA,AZ,58,,,R
2011,MARIN,CA,5,,,D
2011,MARION,FL,16,,,R
2011,MARION,OR,11,,,R
2011,MARTIN,FL,9,,,R
2011,MASON,WA,6,,,D
2011,MCHENRY,IL,3,,,R
2011,MCKINLEY,NM,8,,,D
2011,MCLEAN,IL,4,,,R
2011,MCLENNAN,TX,21,,,R
2011,MECKLENBURG,NC,24,,,D
2011,MEDINA,OH,6,,,R
2011,MERCED,CA,1,,,R
2011,MERCER,NJ,2,,,D
2011,MERCER,PA,13,,,R
2011,MERRIMACK,NH,13,,,
2011,MESA,CO,1,,,R
2011,MIAMI,OH,6,,,R
2011,MIAMI DADE,FL,3,,,
2011,MIAMI-DADE,FL,125,,,R
2011,MIDDLESEX,NJ,15,,,D
2011,MIDLAND,TX,17,,,R
2011,MILWAUKEE,WI,66,,,D
2011,MINNEHAHA,SD,1,,,R
2011,MOBILE,AL,141,,,R
2011,MONMOUTH,NJ,6,,,R
2011,MONONGALIA,WV,35,,,
2011,MONROE,IN,13,,,N
2011,MONROE,MI,25,,,
2011,MONROE,NY,45,,,R
2011,MONROE,PA,5,,,R
2011,MONTEREY,CA,3,,,
2011,MONTGOMERY,AL,8,,,R
2011,MONTGOMERY,MD,7,,,D
2011,MONTGOMERY,OH,13,,,D
2011,MONTGOMERY,PA,35,,,D
2011,MONTGOMERY,TN,3,,,R
2011,MONTGOMERY,TX,34,,,R
2011,MORGAN,AL,5,,,R
2011,MORRIS,NJ,26,,,R
2011,MULTNOMAH,OR,53,,,D
2011,MUSKEGON,MI,7,,,D
2011,NAPA,CA,3,,,D
2011,NASSAU,NY,141,,,R
2011,NAVAJO,AZ,1,,,D
2011,NEW CASTLE,DE,134,,,R
2011,NEW HANOVER,NC,5,,,R
2011,NEWTON,GA,1,,,D
2011,NIAGARA,NY,16,,,R
2011,NORFOLK,MA,25,,,D
2011,NORTHAMPTON,PA,6,,,D
2011,NUECES,TX,91,,,R
2011,OAKLAND,MI,113,,,R
2011,OCEAN,NJ,19,,,R
2011,OKALOOSA,FL,27,,,
2011,OKLAHOMA,OK,24,,,
2011,OLMSTED,MN,1,,,
2011,ONEIDA,NY,5,,,R
2011,ONONDAGA,NY,21,,,R
2011,ORANGE,CA,49,,,R
2011,ORANGE,FL,85,,,R
2011,ORANGE,NC,4,,,D
2011,ORANGE,NY,39,,,D
2011,OSCEOLA,FL,21,,,R
2011,OSWEGO,NY,2,,,R
2011,OTTAWA,MI,2,,,R
2011,OUTAGAMIE,WI,10,,,D
2011,PALM BEACH,FL,113,,,D
2011,PASCO,FL,15,,,R
2011,PASSAIC,NJ,30,,,D
2011,PAULDING,GA,2,,,R
2011,PENOBSCOT,ME,15,,,D
2011,PICKENS,SC,2,,,N
2011,PIERCE,WA,197,,,R
2011,PIMA,AZ,19,,,D
2011,PINAL,AZ,7,,,D
2011,PINELLAS,FL,107,,,R
2011,PLACER,CA,5,,,N
2011,PLYMOUTH,MA,35,,,R
2011,POLK,FL,75,,,R
2011,POLK,IA,41,,,D
2011,PORTAGE,OH,33,,,R
2011,PORTER,IN,4,,,N
2011,PRINCE GEORGE'S,MD,7,,,D
2011,PRINCE GEORGES,MD,20,,,
2011,PRINCE WILLIAM,VA,1,,,R
2011,PUEBLO,CO,8,,,D
2011,PULASKI,AR,23,,,N
2011,PUTNAM,NY,10,,,R
2011,RACINE,WI,15,,,
2011,RAMSEY,MN,15,,,
2011,RENSSELAER,NY,30,,,R
2011,RICHLAND,OH,8,,,
2011,RICHLAND,SC,8,,,D
2011,RIVERSIDE,CA,4,,,R
2011,ROBESON,NC,1,,,D
2011,ROCKINGHAM,NH,47,,,
2011,ROCKLAND,NY,44,,,D
2011,ROWAN,NC,4,,,R
2011,RUTHERFORD,TN,3,,,R
2011,SACRAMENTO,CA,7,,,D
2011,SAGINAW,MI,16,,,D
2011,SALEM,NJ,16,,,R
2011,SALINE,AR,6,,,R
2011,SALT LAKE,UT,4,,,R
2011,SAN BENITO,CA,4,,,N
2011,SAN BERNARDINO,CA,11,,,R
2011,SAN DIEGO,CA,4,,,R
2011,SAN JOAQUIN,CA,5,,,R
2011,SAN JUAN,NM,1,,,N
2011,SAN LUIS OBISPO,CA,6,,,R
2011,SAN MATEO,CA,7,,,D
2011,SANGAMON,IL,20,,,R
2011,SANTA BARBARA,CA,3,,,N
2011,SANTA CLARA,CA,42,,,D
